Virus_name_ORF_8_replacement_L84S,GISAID_ID,Lineage,GISAID_Clade,Location,Collection_date
hCoV-19/USA/MA-QDX-150/2020,EPI_ISL_467855,A.3,S,North_America_/_USA_/_Massachusetts,2020/03/14
hCoV-19/USA/MA-QDX-114/2020,EPI_ISL_467850,A.1,S,North_America_/_USA_/_Massachusetts,2020/03/14
hCoV-19/USA/GA-QDX-53/2020,EPI_ISL_467849,A.3,S,North_America_/_USA_/_Georgia,2020/03/13
hCoV-19/USA/GA-QDX-152/2020,EPI_ISL_467848,A.3,S,North_America_/_USA_/_Georgia,2020/03/13
hCoV-19/USA/GA-QDX-122/2020,EPI_ISL_467847,A.3,S,North_America_/_USA_/_Georgia,2020/03/13
hCoV-19/USA/GA-QDX-116/2020,EPI_ISL_467846,A.3,S,North_America_/_USA_/_Georgia,2020/03/13
hCoV-19/USA/GA-QDX-115/2020,EPI_ISL_467845,A.3,S,North_America_/_USA_/_Georgia,2020/03/13
hCoV-19/USA/CA-QDX-79/2020,EPI_ISL_467843,A.1,S,North_America_/_USA_/_California,2020/03/15
hCoV-19/USA/CA-QDX-78/2020,EPI_ISL_467842,A.1,S,North_America_/_USA_/_California,2020/03/16
hCoV-19/USA/CA-QDX-73/2020,EPI_ISL_467840,A.1,S,North_America_/_USA_/_California,2020/03/16
hCoV-19/USA/CA-QDX-48/2020,EPI_ISL_467836,A.1,S,North_America_/_USA_/_California,2020/03/15
hCoV-19/USA/CA-QDX-45/2020,EPI_ISL_467834,A.1,S,North_America_/_USA_/_California,2020/03/15
hCoV-19/USA/CA-QDX-40/2020,EPI_ISL_467831,A.1,S,North_America_/_USA_/_California,2020/03/16
hCoV-19/USA/CA-QDX-36/2020,EPI_ISL_467829,A.1,S,North_America_/_USA_/_California,2020/03/15
hCoV-19/USA/CA-QDX-155/2020,EPI_ISL_467817,A.1,S,North_America_/_USA_/_California,2020/03/16
hCoV-19/USA/CA-QDX-154/2020,EPI_ISL_467816,A.1,S,North_America_/_USA_/_California,2020/03/16
hCoV-19/USA/CA-QDX-148/2020,EPI_ISL_467814,A.3,S,North_America_/_USA_/_California,2020/03/16
hCoV-19/USA/NM-UNM-00132/2020,EPI_ISL_467650,A.1,S,North_America_/_USA_/_New_Mexico,2-APR-2020
hCoV-19/USA/NM-UNM-00119/2020,EPI_ISL_467646,A.1,S,North_America_/_USA_/_New_Mexico,2-APR-2020
hCoV-19/USA/NM-UNM-00046/2020,EPI_ISL_467627,A.1.1,S,North_America_/_USA_/_New_Mexico,2020/03/20
hCoV-19/USA/NM-UNM-00043/2020,EPI_ISL_467624,A.1,S,North_America_/_USA_/_New_Mexico,2020/03/18
hCoV-19/USA/NM-UNM-00042/2020,EPI_ISL_467623,A.1,S,North_America_/_USA_/_New_Mexico,2020/03/18
hCoV-19/USA/NM-UNM-00014/2020,EPI_ISL_467596,A.1,S,North_America_/_USA_/_New_Mexico,2020/03/14
hCoV-19/USA/NM-UNM-00125/2020,EPI_ISL_467558,SARS-CoV-2_or_A,O,North_America_/_USA_/_New_Mexico,2-APR-2020
hCoV-19/Canada/BC_14592943/2020,EPI_ISL_467429,A.1,S,North_America_/_Canada_/_British_Columbia,APR-2020
hCoV-19/Canada/BC_14592296/2020,EPI_ISL_467428,A.1,S,North_America_/_Canada_/_British_Columbia,APR-2020
hCoV-19/Canada/BC_14282914/2020,EPI_ISL_467427,A.1,S,North_America_/_Canada_/_British_Columbia,APR-2020
hCoV-19/Canada/BC_13949840/2020,EPI_ISL_467425,A.1,S,North_America_/_Canada_/_British_Columbia,APR-2020
hCoV-19/USA/NY-NYUMC894/2020,EPI_ISL_467387,A.3,S,North_America_/_USA_/_New_York_/_Brooklyn,30-APR-2020
hCoV-19/Canada/BC_13675191/2020,EPI_ISL_467343,A.1,S,North_America_/_Canada_/_British_Columbia,APR-2020
hCoV-19/Canada/BC_13662361/2020,EPI_ISL_467342,A.1,S,North_America_/_Canada_/_British_Columbia,APR-2020
hCoV-19/Canada/BC_13088259/2020,EPI_ISL_467340,A.1,S,North_America_/_Canada_/_British_Columbia,APR-2020
hCoV-19/Canada/BC_12246693/2020,EPI_ISL_467333,A.1,S,North_America_/_Canada_/_British_Columbia,APR-2020
hCoV-19/Canada/BC_11184415/2020,EPI_ISL_467320,A.1,S,North_America_/_Canada_/_British_Columbia,APR-2020
hCoV-19/Canada/BC_10589793/2020,EPI_ISL_467314,A.1,S,North_America_/_Canada_/_British_Columbia,APR-2020
hCoV-19/Canada/BC_09671877/2020,EPI_ISL_467308,A.1,S,North_America_/_Canada_/_British_Columbia,APR-2020
hCoV-19/Canada/BC_09585059/2020,EPI_ISL_467307,A.1,S,North_America_/_Canada_/_British_Columbia,APR-2020
hCoV-19/Spain/COV002722/2020,EPI_ISL_467287,A.2,S,Europe_/_Spain_/_Galicia_/_Oroso,7-APR-2020
hCoV-19/Spain/COV002758/2020,EPI_ISL_467270,A.2,S,Europe_/_Spain_/_Galicia_/_Santiago_de_Compostela,7-APR-2020
hCoV-19/Spain/COV003672/2020,EPI_ISL_467253,A.2,S,Europe_/_Spain_/_Madrid_/_Madrid,1-APR-2020
hCoV-19/Spain/COV003690/2020,EPI_ISL_467251,A.2,S,Europe_/_Spain_/_Madrid_/_Madrid,2-APR-2020
hCoV-19/Spain/COV003691/2020,EPI_ISL_467249,A.5,S,Europe_/_Spain_/_Madrid_/_Madrid,2-APR-2020
hCoV-19/Spain/COV003654/2020,EPI_ISL_467247,A.2,S,Europe_/_Spain_/_Madrid_/_Madrid,1-APR-2020
hCoV-19/Spain/COV003725/2020,EPI_ISL_467246,A.2,S,Europe_/_Spain_/_Madrid_/_Madrid,10-MAY-2020
hCoV-19/Spain/COV003661/2020,EPI_ISL_467245,A.5,S,Europe_/_Spain_/_Madrid_/_Madrid,1-APR-2020
hCoV-19/Spain/COV003652/2020,EPI_ISL_467244,A.2,S,Europe_/_Spain_/_Madrid_/_Madrid,1-APR-2020
hCoV-19/Spain/COV003695/2020,EPI_ISL_467243,A.5,S,Europe_/_Spain_/_Madrid_/_Madrid,2-APR-2020
hCoV-19/Spain/COV003699/2020,EPI_ISL_467231,A.5,S,Europe_/_Spain_/_Madrid_/_Madrid,2-APR-2020
hCoV-19/Spain/COV003694/2020,EPI_ISL_467229,A.5,S,Europe_/_Spain_/_Madrid_/_Madrid,2-APR-2020
hCoV-19/Spain/COV003707/2020,EPI_ISL_467227,A.5,S,Europe_/_Spain_/_Madrid_/_Rivas-Vaciamadrid,2-APR-2020
hCoV-19/Spain/COV003681/2020,EPI_ISL_467219,A.5,S,Europe_/_Spain_/_Madrid_/_Madrid,2-APR-2020
hCoV-19/Spain/COV003713/2020,EPI_ISL_467212,A.2,S,Europe_/_Spain_/_Madrid_/_Madrid,3-APR-2020
hCoV-19/Spain/COV003688/2020,EPI_ISL_467210,A.2,S,Europe_/_Spain_/_Madrid_/_Madrid,2-APR-2020
hCoV-19/Spain/COV003644/2020,EPI_ISL_467205,A.5,S,Europe_/_Spain_/_Madrid_/_Madrid,1-APR-2020
hCoV-19/Spain/COV003711/2020,EPI_ISL_467202,A.5,S,Europe_/_Spain_/_Madrid_/_Madrid,2-APR-2020
hCoV-19/Spain/COV003671/2020,EPI_ISL_467201,A.2,S,Europe_/_Spain_/_Madrid_/_Campo_Real,1-APR-2020
hCoV-19/Spain/COV003684/2020,EPI_ISL_467200,A.2,S,Europe_/_Spain_/_Madrid_/_Madrid,2-APR-2020
hCoV-19/Spain/COV003685/2020,EPI_ISL_467198,A.5,S,Europe_/_Spain_/_Madrid_/_Madrid,2-APR-2020
hCoV-19/Spain/COV003724/2020,EPI_ISL_467195,A.2,S,Europe_/_Spain_/_Madrid_/_Madrid,10-MAY-2020
hCoV-19/Spain/COV003719/2020,EPI_ISL_467194,A.5,S,Europe_/_Spain_/_Madrid_/_Madrid,3-APR-2020
hCoV-19/Spain/COV003667/2020,EPI_ISL_467193,A.5,S,Europe_/_Spain_/_Madrid_/_Madrid,1-APR-2020
hCoV-19/Spain/COV001548/2020,EPI_ISL_467183,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/16
hCoV-19/Spain/COV001544/2020,EPI_ISL_467182,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/16
hCoV-19/Spain/COV001526/2020,EPI_ISL_467181,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/18
hCoV-19/Spain/COV001574/2020,EPI_ISL_467180,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/14
hCoV-19/Spain/COV001482/2020,EPI_ISL_467178,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/18
hCoV-19/Spain/COV001440/2020,EPI_ISL_467177,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/19
hCoV-19/Spain/COV001619/2020,EPI_ISL_467176,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/18
hCoV-19/Spain/COV001604/2020,EPI_ISL_467175,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/13
hCoV-19/Spain/COV001539/2020,EPI_ISL_467174,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/16
hCoV-19/Spain/COV001437/2020,EPI_ISL_467173,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/17
hCoV-19/Spain/COV001558/2020,EPI_ISL_467172,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/12
hCoV-19/Spain/COV001578/2020,EPI_ISL_467171,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/13
hCoV-19/Spain/COV001505/2020,EPI_ISL_467170,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/17
hCoV-19/Spain/COV001621/2020,EPI_ISL_467169,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/18
hCoV-19/Spain/COV001616/2020,EPI_ISL_467168,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/18
hCoV-19/Spain/COV001484/2020,EPI_ISL_467166,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/17
hCoV-19/Spain/COV001606/2020,EPI_ISL_467165,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/12
hCoV-19/Spain/COV001605/2020,EPI_ISL_467164,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/12
hCoV-19/Spain/COV001485/2020,EPI_ISL_467162,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/19
hCoV-19/Spain/COV001608/2020,EPI_ISL_467161,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/01
hCoV-19/Spain/COV001598/2020,EPI_ISL_467160,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/13
hCoV-19/Spain/COV001528/2020,EPI_ISL_467159,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/13
hCoV-19/Spain/COV001610/2020,EPI_ISL_467158,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/12
hCoV-19/Spain/COV001577/2020,EPI_ISL_467156,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/13
hCoV-19/Spain/COV001470/2020,EPI_ISL_467155,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/17
hCoV-19/Spain/COV001452/2020,EPI_ISL_467154,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/17
hCoV-19/Spain/COV001612/2020,EPI_ISL_467153,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/12
hCoV-19/Spain/COV001499/2020,EPI_ISL_467150,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/19
hCoV-19/Spain/COV001628/2020,EPI_ISL_467149,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/18
hCoV-19/Spain/COV001576/2020,EPI_ISL_467147,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/14
hCoV-19/Spain/COV001459/2020,EPI_ISL_467146,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/19
hCoV-19/Spain/COV001535/2020,EPI_ISL_467144,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/16
hCoV-19/Spain/COV001435/2020,EPI_ISL_467143,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/18
hCoV-19/Spain/COV001594/2020,EPI_ISL_467142,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/13
hCoV-19/Spain/COV001570/2020,EPI_ISL_467141,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/13
hCoV-19/Spain/COV001536/2020,EPI_ISL_467140,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/16
hCoV-19/Spain/COV001603/2020,EPI_ISL_467139,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/12
hCoV-19/Spain/COV001450/2020,EPI_ISL_467137,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/18
hCoV-19/Spain/COV001585/2020,EPI_ISL_467136,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/13
hCoV-19/Spain/COV001524/2020,EPI_ISL_467135,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/19
hCoV-19/Spain/COV001611/2020,EPI_ISL_467134,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/12
hCoV-19/Spain/COV001521/2020,EPI_ISL_467133,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/18
hCoV-19/Spain/COV001600/2020,EPI_ISL_467132,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/12
hCoV-19/Spain/COV001546/2020,EPI_ISL_467131,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/16
hCoV-19/Spain/COV001436/2020,EPI_ISL_467130,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/17
hCoV-19/Spain/COV001588/2020,EPI_ISL_467129,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/12
hCoV-19/Spain/COV001465/2020,EPI_ISL_467127,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/17
hCoV-19/Spain/COV001601/2020,EPI_ISL_467126,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/12
hCoV-19/Spain/COV001530/2020,EPI_ISL_467125,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/18
hCoV-19/Spain/COV001512/2020,EPI_ISL_467122,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/17
hCoV-19/Spain/COV001568/2020,EPI_ISL_467121,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/13
hCoV-19/Spain/COV001540/2020,EPI_ISL_467120,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/18
hCoV-19/Spain/COV001473/2020,EPI_ISL_467118,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/18
hCoV-19/Spain/COV001468/2020,EPI_ISL_467117,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/17
hCoV-19/Spain/COV001560/2020,EPI_ISL_467116,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/12
hCoV-19/Spain/COV001443/2020,EPI_ISL_467115,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/17
hCoV-19/Spain/COV001553/2020,EPI_ISL_467114,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/12
hCoV-19/Spain/COV001566/2020,EPI_ISL_467113,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/12
hCoV-19/Spain/COV001504/2020,EPI_ISL_467112,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/19
hCoV-19/Spain/COV001556/2020,EPI_ISL_467111,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/16
hCoV-19/Spain/COV001547/2020,EPI_ISL_467110,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/16
hCoV-19/Spain/COV001534/2020,EPI_ISL_467109,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/16
hCoV-19/Spain/COV001438/2020,EPI_ISL_467108,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/17
hCoV-19/Spain/COV001559/2020,EPI_ISL_467107,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/12
hCoV-19/Spain/COV001522/2020,EPI_ISL_467106,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/17
hCoV-19/Spain/COV001575/2020,EPI_ISL_467105,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/13
hCoV-19/Spain/COV001583/2020,EPI_ISL_467104,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/14
hCoV-19/Spain/COV001587/2020,EPI_ISL_467103,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/12
hCoV-19/Spain/COV001467/2020,EPI_ISL_467101,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/17
hCoV-19/Spain/COV001520/2020,EPI_ISL_467100,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/19
hCoV-19/Spain/COV001533/2020,EPI_ISL_467099,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/16
hCoV-19/Spain/COV001545/2020,EPI_ISL_467098,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/16
hCoV-19/Spain/COV001531/2020,EPI_ISL_467097,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/12
hCoV-19/Spain/COV001431/2020,EPI_ISL_467096,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/19
hCoV-19/Spain/COV001434/2020,EPI_ISL_467095,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/17
hCoV-19/Spain/COV001514/2020,EPI_ISL_467093,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/19
hCoV-19/Spain/COV001464/2020,EPI_ISL_467092,A.2,S,Europe_/_Spain_/_Basque_Country_/_Vitoria,2020/03/17
hCoV-19/Spain/COV001899/2020,EPI_ISL_467076,A.2,S,Europe_/_Spain_/_Andalusia_/_Chiclana,2020/03/15
hCoV-19/Spain/COV001897/2020,EPI_ISL_467071,A.5,S,Europe_/_Spain_/_Andalusia_/_Algeciras,2020/03/15
hCoV-19/Spain/COV001912/2020,EPI_ISL_467068,A.5,S,Europe_/_Spain_/_Andalusia_/_San_Fernando,2020/03/16
hCoV-19/Spain/COV002987/2020,EPI_ISL_467063,A.2,S,Europe_/_Spain_/_Andalusia_/_Valderrubio,1-APR-2020
hCoV-19/Spain/COV002857/2020,EPI_ISL_467060,A.2,S,Europe_/_Spain_/_Andalusia_/_Almeria,2020/03/13
hCoV-19/Spain/COV002493/2020,EPI_ISL_467057,A.2,S,Europe_/_Spain_/_Balear_Islands_/_Palma,2020/03/14
hCoV-19/Germany/BAV-MVP0225/2020,EPI_ISL_466895,A.p7_or_A,S,Europe_/_Germany_/_Bavaria_/_Munich,23-APR-2020
hCoV-19/Canada/BC_08851080/2020,EPI_ISL_466837,A.2,S,North_America_/_Canada_/_British_Columbia,APR-2020
hCoV-19/Canada/BC_06370010/2020,EPI_ISL_466799,A.2,S,North_America_/_Canada_/_British_Columbia,APR-2020
hCoV-19/Canada/BC_06364232/2020,EPI_ISL_466798,A.2,S,North_America_/_Canada_/_British_Columbia,APR-2020
hCoV-19/Canada/BC_06238282/2020,EPI_ISL_466797,A.1,S,North_America_/_Canada_/_British_Columbia,APR-2020
hCoV-19/Canada/BC_05845391/2020,EPI_ISL_466791,A.1,S,North_America_/_Canada_/_British_Columbia,APR-2020
hCoV-19/Canada/BC_04033837/2020,EPI_ISL_466762,A.1,S,North_America_/_Canada_/_British_Columbia,APR-2020
hCoV-19/Canada/BC_04013424/2020,EPI_ISL_466760,A.1,S,North_America_/_Canada_/_British_Columbia,APR-2020
hCoV-19/Canada/BC_02246883/2020,EPI_ISL_466720,A.1,S,North_America_/_Canada_/_British_Columbia,APR-2020
hCoV-19/Canada/BC_02091552/2020,EPI_ISL_466716,A.3,S,North_America_/_Canada_/_British_Columbia,APR-2020
hCoV-19/Canada/BC_02051350/2020,EPI_ISL_466713,A.2,S,North_America_/_Canada_/_British_Columbia,APR-2020
hCoV-19/Canada/BC_01296812/2020,EPI_ISL_466708,A.1,S,North_America_/_Canada_/_British_Columbia,APR-2020
hCoV-19/Canada/BC_01294861/2020,EPI_ISL_466707,A.1,S,North_America_/_Canada_/_British_Columbia,APR-2020
hCoV-19/Canada/BC_01210684/2020,EPI_ISL_466703,A.1,S,North_America_/_Canada_/_British_Columbia,APR-2020
hCoV-19/Canada/BC_00714140/2020,EPI_ISL_466701,A.1,S,North_America_/_Canada_/_British_Columbia,APR-2020
hCoV-19/England/20162037504/2020,EPI_ISL_466415,A.2,S,Europe_/_United_Kingdom_/_England,9-APR-2020
hCoV-19/England/20150031504/2020,EPI_ISL_466221,A.2,S,Europe_/_United_Kingdom_/_England,3-APR-2020
hCoV-19/England/20149051704/2020,EPI_ISL_466205,A.1,S,Europe_/_United_Kingdom_/_England,2-APR-2020
hCoV-19/England/20149000404/2020,EPI_ISL_466079,A.1,S,Europe_/_United_Kingdom_/_England,2-APR-2020
hCoV-19/England/20149000304/2020,EPI_ISL_466078,A.1,S,Europe_/_United_Kingdom_/_England,4-APR-2020
hCoV-19/England/20146015604/2020,EPI_ISL_466032,A.2,S,Europe_/_United_Kingdom_/_England,2020/03/31
hCoV-19/Canada/Qc-L00240796/2020,EPI_ISL_465686,A.3,S,North_America_/_Canada_/_Quebec,2020/03/27
hCoV-19/England/20119037304/2020,EPI_ISL_465052,A.5,S,Europe_/_United_Kingdom_/_England,2020/03/12
hCoV-19/England/201141169/2020,EPI_ISL_464744,A.5,S,Europe_/_United_Kingdom_/_England,2020/03/09
hCoV-19/USA/VI-CDC-3638/2020,EPI_ISL_464167,A.3,S,North_America_/_USA_/_Virgin_Islands,2020/03/19
hCoV-19/Taiwan/CGMH-CGU-29/2020,EPI_ISL_464093,A.3,S,Asia_/_Taiwan_/_Taoyuan,2-APR-2020
hCoV-19/Canada/ON-UHTC_0049/2020,EPI_ISL_464013,A.1,S,North_America_/_Canada_/_Ontario,5-APR-2020
hCoV-19/Canada/ON_MU-S7/2020,EPI_ISL_463993,A.3,S,North_America_/_Canada_/_Toronto,2020/03/13
hCoV-19/Shaoxing/09/2020,EPI_ISL_463901,A,S,Asia_/_China_/_Zhejiang_/_Shangyu,5-FEB-2020
hCoV-19/Shaoxing/04/2020,EPI_ISL_463896,A,S,Asia_/_China_/_Zhejiang_/_Keqiao,2020/01/31
hCoV-19/Shaoxing/03/2020,EPI_ISL_463895,A,S,Asia_/_China_/_Zhejiang_/_Keqiao,2020/01/30
hCoV-19/Shaoxing/02/2020,EPI_ISL_463894,A,S,Asia_/_China_/_Zhejiang_/_Keqiao,2020/01/30
hCoV-19/Shaoxing/01/2020,EPI_ISL_463889,A,S,Asia_/_China_/_Zhejiang_/_Shaoxing_/_Keqiao,2020/01/27
hCoV-19/United_Arab_Emirates/P1/2020,EPI_ISL_463740,A.3,S,Asia_/_United_Arab_Emirates,2020/03/30
hCoV-19/USA/WA-S1202/2020,EPI_ISL_463692,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,7-MAY-2020
hCoV-19/USA/WA-S1197/2020,EPI_ISL_463687,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,6-MAY-2020
hCoV-19/USA/WA-S1194/2020,EPI_ISL_463684,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,5-MAY-2020
hCoV-19/USA/WA-S1191/2020,EPI_ISL_463681,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,5-MAY-2020
hCoV-19/USA/WA-S1190/2020,EPI_ISL_463680,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,5-MAY-2020
hCoV-19/USA/WA-S1187/2020,EPI_ISL_463677,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,6-MAY-2020
hCoV-19/USA/WA-S1186/2020,EPI_ISL_463676,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,6-MAY-2020
hCoV-19/USA/WA-S1185/2020,EPI_ISL_463675,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,6-MAY-2020
hCoV-19/USA/WA-S1181/2020,EPI_ISL_463671,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,6-MAY-2020
hCoV-19/USA/WA-S1180/2020,EPI_ISL_463670,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,6-MAY-2020
hCoV-19/USA/WA-S1177/2020,EPI_ISL_463667,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,5-MAY-2020
hCoV-19/USA/WA-S1176/2020,EPI_ISL_463666,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,5-MAY-2020
hCoV-19/USA/WA-S1174/2020,EPI_ISL_463664,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,5-MAY-2020
hCoV-19/USA/WA-S1169/2020,EPI_ISL_463659,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,5-MAY-2020
hCoV-19/USA/WA-S1168/2020,EPI_ISL_463658,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,5-MAY-2020
hCoV-19/USA/WA-S1167/2020,EPI_ISL_463657,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,5-MAY-2020
hCoV-19/USA/WA-S1161/2020,EPI_ISL_463651,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,6-MAY-2020
hCoV-19/USA/WA-S1154/2020,EPI_ISL_463644,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,4-MAY-2020
hCoV-19/USA/WA-S1143/2020,EPI_ISL_463633,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,5-MAY-2020
hCoV-19/USA/WA-S1096/2020,EPI_ISL_463586,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,1-MAY-2020
hCoV-19/USA/WA-S1095/2020,EPI_ISL_463585,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,1-MAY-2020
hCoV-19/USA/WA-S1094/2020,EPI_ISL_463584,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,1-MAY-2020
hCoV-19/USA/WA-S1087/2020,EPI_ISL_463577,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,29-APR-2020
hCoV-19/USA/WA-S1066/2020,EPI_ISL_463556,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,29-APR-2020
hCoV-19/USA/WA-S1065/2020,EPI_ISL_463555,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,29-APR-2020
hCoV-19/USA/WA-S1063/2020,EPI_ISL_463553,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,30-APR-2020
hCoV-19/USA/WA-S1059/2020,EPI_ISL_463549,A.1,S,North_America_/_USA_/_Washington_/_Benton_County,28-APR-2020
hCoV-19/USA/WA-S1058/2020,EPI_ISL_463548,A.1,S,North_America_/_USA_/_Washington_/_Benton_County,28-APR-2020
